"","Mean Rana catesbeiana","lower95CI Rana catesbeiana","upper95CI Rana catesbeiana","SD Rana catesbeiana","Mode Rana catesbeiana","site"
"46",0.167159184147136,0.00378318734162669,0.721904979449342,0.190851862941329,0.19197083400964,"GLG09"
"47",0.12288123344183,0.00193120537115388,0.645927147390104,0.166962696877502,0.128617864236198,"GLG10"
"48",0.0500201394888539,0.00127734459821633,0.282225493811082,0.0781647758523817,0.0467434500933314,"GLG11"
"49",0.183953764041375,0.0101956408486043,0.662851716533275,0.1737772822444,0.249645805537495,"GLG12"
"50",0.087549240308157,0.00291232587459321,0.429005931255519,0.11435144053586,0.0159530798027706,"GLG13"
"51",0.146566189763488,0.0049329596730002,0.617261394081253,0.163366614370202,0.157110196945745,"GLG14"
"52",0.128074270045129,0.0017681285674216,0.65597815015556,0.171424348739407,0.14475202629146,"GLG15"
"53",0.0415902762020826,0.000565003859420547,0.271439690626877,0.0770289532529321,0.0103032879522803,"GLG16"
"54",0.0382309039933918,0.00085993473683693,0.228508942424652,0.0644885494187347,0.0108652539617887,"GLG17"
"55",0.0781371845574812,0.00114811256062897,0.453859058685175,0.12071674314737,0.0506810692188397,"GLG18"
"56",0.234353190284851,0.00278014250394569,0.886183036936781,0.254698086209635,0.739040808875948,"GLG19"
"57",0.174848516467179,0.00393773098180579,0.749260774971507,0.198564015995512,0.634270806019321,"GLG20"
"58",0.376076154118667,0.0168112990883695,0.93212926282437,0.280570987986345,0.977776195152003,"GLG21"
"59",0.37059584185374,0.0304864967041725,0.887348253984445,0.248354853442719,0.852908891152203,"GLG22"
"60",0.364900963614413,0.0355814627190709,0.875743650020057,0.239412021520398,0.943818100882779,"GLG23"
"61",0.220893962338726,0.0195813705894944,0.673585084802308,0.175494808169692,0.132180313005185,"GLG24"
"62",0.191722631961678,0.0130911455728658,0.646478472960232,0.17044195850338,0.0696591080277296,"GLG25"
"63",0.148261608992846,0.00305500770498695,0.665869148205356,0.178661152204204,0.0340514635665505,"GLG26"
"64",0.105959499792083,0.00176962030526713,0.56744140135657,0.147200122946016,0.0528802475848108,"GLG27"
"65",0.19715155080344,0.00898534731073749,0.702688705436545,0.189030861855496,0.0519921420495753,"GLG28"
"66",0.0918015659218899,0.00286226103233156,0.445100777489466,0.120076462889254,0.0192136949345404,"GLG29"
"67",0.0580175751619273,0.00328794334465856,0.26459733905937,0.0714352438888381,0.0231785604177681,"GLG30"
"68",0.41055120585013,0.109410842958636,0.778360859886952,0.179929154871751,0.644262077454065,"GLG31"
"69",0.29951017395831,0.0753562259501802,0.635491087123619,0.148038235491517,0.527600257589408,"GLG32"
"70",0.301240624894128,0.0791614146764933,0.635315868891255,0.146763323254599,0.544352217410193,"GLG33"
"71",0.561462474101047,0.118193088954499,0.935722607432137,0.233612900490623,0.869352998118851,"GLG34"
"72",0.368093303495544,0.0953893365544607,0.733710721821254,0.168896694757396,0.58579490689266,"GLG35"
"73",0.121633347940124,0.00386555618785022,0.553516351690983,0.147035810054213,0.318356277624958,"GLG36"
"74",0.323792876618744,0.0275024801557584,0.835086216152548,0.230416964337805,0.859948257245712,"GLG37"
"75",0.365706600877867,0.0496640144946438,0.827072221492172,0.216304801636243,0.45512731609008,"GLG38"
"76",0.308771075990046,0.0238281605122942,0.835137812313888,0.229643623083797,0.784787883241347,"GLG39"
"77",0.199986388849686,0.0160096607592307,0.656209331103382,0.171494557846179,0.422156855020827,"GLG40"
"78",0.326136336531673,0.040522119170873,0.79630793120563,0.21016380826129,0.554406226843102,"GLG41"
"79",0.190118405043823,0.00591243863540382,0.731069299042791,0.197333242479154,0.320482847063504,"GLG42"
"80",0.0686205115908105,0.00080354162888531,0.416768464136407,0.112608588166429,0.0661288515828498,"GLG43"
"81",0.0735978686948852,0.00469945125183403,0.315204381951225,0.0832145382240348,0.0688506249580261,"GLG44"
"82",0.045186353582844,0.00218512749317345,0.224876490319795,0.0614068885554015,0.0323715259594189,"GLG45"
"83",0.0455383733769081,0.00235972117927614,0.220389828511856,0.0607477597581363,0.0290145584634563,"GLG46"
"84",0.0840441577445114,0.0014060367424828,0.469753965978482,0.124854299276283,0.389463804911985,"GLG47"
"85",0.103013173252728,0.00257057068979572,0.527190037899869,0.137730653649077,0.120807051558298,"GLG50"
"86",0.12440391563584,0.00772936907753779,0.488556606625583,0.128141640470513,0.0981281907452333,"GLG52"
"87",0.0478244803286548,0.000685581748497269,0.299336114391602,0.0845745054826508,0.00576076379020122,"GLG53"
"88",0.0807996622838032,0.00110972678281219,0.484154320498694,0.126412779371808,0.0215273157052147,"GLG54"
"89",0.0424715702527647,0.00136067110084596,0.235803420025978,0.0653589657915374,0.0216576419282983,"GLG55"
"90",0.150656830689802,0.00830633602990347,0.584975916206701,0.152156004718817,0.187123806307214,"GLG56"
"91",0.193453830106571,0.00479165034100895,0.763479115823128,0.207482960327936,0.855843911460098,"GLG57"
"92",0.252057540686187,0.0136120137062173,0.78932824077731,0.216684461349182,0.0806388898796426,"GLG58"
"93",0.353932105706982,0.0248712573463424,0.883478259478459,0.251279471399032,0.10893332507971,"GLG59"
"94",0.237985318110016,0.0120339326977819,0.774606879498607,0.211150892604108,0.056852127280384,"GLG60"
"95",0.154052653495595,0.00961622196097908,0.579822493177788,0.150788837653135,0.0703408668697185,"GLG61"
"96",0.263882874677404,0.0114284122716668,0.829386021141601,0.230553001517711,0.0775312133376974,"GLG62"
"97",0.218640355748927,0.0140317740440067,0.712483476170615,0.190616293937532,0.133607336938509,"GLG63"
"98",0.158216208527235,0.0147506148896044,0.535875786333694,0.137259657669932,0.395189541734058,"GLG64"
"99",0.119824305426824,0.00364716283436367,0.556980722398552,0.14530273313833,0.0200510900826049,"GLG66"
"100",0.0935838403805028,0.00601507244355533,0.384613307279767,0.102133819926638,0.0946573950951781,"GLG67"
"101",0.291776613168533,0.0197474904398859,0.824299530427372,0.226060365231278,0.560256993938743,"GLG68"
